SCHOOLS_PT_SCHID,SCHOOLS_PT_NAME,SCHOOLS_PT_ADDRESS,SCHOOLS_PT_TOWN_MAIL,SCHOOLS_PT_TOWN,SCHOOLS_PT_ZIPCODE,SCHOOLS_PT_PHONE,SCHOOLS_PT_GRADES,SCHOOLS_PT_TYPE,SCHOOLS_PT_TYPE_DESC,SCHOOLS_PT_DIST_NAME,SCHOOLS_PT_DIST_CODE,SCHOOLS_PT_MA_ADDR_ID,SCHOOLS_PT_TYPE_DESC2,updated_csv_csv_School_Year,updated_csv_csv_Gender_Description,updated_csv_csv_School_Code,updated_csv_csv_School,updated_csv_csv_School_Type_Description,updated_csv_csv_Community_Code,updated_csv_csv_Community_Description,updated_csv_csv_Grade_Description,updated_csv_csv_Pediatric_Category_Description,updated_csv_csv_Student_Case_Count,updated_csv_csv_Student_Enrollment_Count,updated_csv_csv_Prevalence,updated_csv_csv_Lower_CI,updated_csv_csv_Upper_CI,updated_csv_csv_Statistical_Significance,updated_csv_csv_Stability,updated_csv_csv_State_Student_Case_Count,updated_csv_csv_State_Student_Enrollment_Count,updated_csv_csv_State_Prevalence,updated_csv_csv_State_Lower_CI,updated_csv_csv_State_Upper_CI,updated_csv_csv_matched_name,NO2_KRIG,O2_KRIG,pm25v2_KRIG,pm25v1_KRIG,NEAR_FID,NEAREST_OPENSPACE,NEAR_FID_ROAD,NEAREST_ROAD
00180510,Avon Middle High School,287 West Main Street,Avon,AVON,02322,508-583-4822,"06,07,08,09,10,11,12",SEC,Public Secondary,Avon,00180000,4211091, ,2017-2018,Total,180510,Avon Middle High School,Public,18,Avon,Total,Asthma,16,124.000000000000000,12.9,6.6,19.2,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Avon Middle High School,70.3467712,0.0750823,14.8471489,23.6743202,24116,76.611783334248585,238702,66.989377155805514
02430025,Charles A Bernazzani Elementary School,701 Furnace Brook Parkway,Quincy,QUINCY,02169,617-984-8713,"K,01,02,03,04,05",ELE,Public Elementary,Quincy,02430000,4006508, ,2017-2018,Total,2430025,Charles A Bernazzani Elementary,Public,243,Quincy,Total,Asthma,18,330.000000000000000,5.5,3,8,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Charles A Bernazzani Elementary School,62.2509499,0.0732589,16.2634411,23.4016914,47653,10.888920672018244,243178,45.294745055958025
06800030,Soule Road School,300 Soule Road,Wilbraham,WILBRAHAM,01095,413-596-9311,"04,05",ELE,Public Elementary,Hampden-Wilbraham,06800000,958750, ,2017-2018,Total,6800030,Soule Road,Public,339,Wilbraham,Total,Asthma,44,344.000000000000000,12.8,9,16.6,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Soule Road School,42.4646225,0.0742536,15.7896395,20.4856243,1200,38.754770810178002,375329,103.572932347541553
00300040,North Beverly Elementary School,48 Putnam Street,Beverly,BEVERLY,01915,978-921-6130,"K,01,02,03,04",ELE,Public Elementary,Beverly,00300000,4211109, ,2017-2018,Total,300040,North Beverly Elementary,Public,30,Beverly,Total,Asthma,18,398.000000000000000,4.5,2.4,6.6,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,North Beverly Elementary School,36.3952599,0.0703658,13.4462643,23.4921093,25442,56.091780637427512,175579,86.924222531313546
02310015,North Pembroke Elementary School,72 Pilgrim Road,Pembroke,PEMBROKE,02359,781-826-5115,"PK,K,01,02,03,04,05,06",ELE,Public Elementary,Pembroke,02310000,3126120, ,2017-2018,Total,2310015,North Pembroke Elementary,Public,231,Pembroke,Total,Asthma,46,480.000000000000000,9.6,6.8,12.4,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,North Pembroke Elementary School,66.6225128,0.0785216,12.9046183,24.6220779,42492,0.000000000000000,539338,96.485437254808929
00050405,Agawam Junior High School,1305 Springfield Street,Feeding Hills,AGAWAM,01030,413-821-0561,"07,08",MID,Public Middle,Agawam,00050000,2270782, ,2017-2018,Total,50405,Agawam Junior High,Public,5,Agawam,Total,Asthma,18,573.000000000000000,3.1,1.7,4.5,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Agawam Junior High School,45.5992737,0.0708049,18.6335621,21.3810539,48621,64.402819627459508,372576,45.096517476919438
02100029,R.K. Finn Ryan Road Elementary School,498 Ryan Road,Florence,NORTHAMPTON,01062,413-587-1550,"K,01,02,03,04,05",ELE,Public Elementary,Northampton,02100000,691790, ,2017-2018,Total,2100029,R. K. Finn Ryan Road,Public,214,Northampton,Total,Asthma,35,221.000000000000000,15.8,10.6,21,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,R.K. Finn Ryan Road Elementary School,40.7764931,0.0704346,20.7372780,21.7618046,22546,37.623105111985701,25546,106.772847509695907
03010020,Tyngsborough Elementary School,205 Westford Road,Tyngsborough,TYNGSBOROUGH,01879,978-649-1990,"PK,K,01,02,03,04,05",ELE,Public Elementary,Tyngsborough,03010000,1524972, ,2017-2018,Total,3010020,Tyngsborough Elementary,Public,301,Tyngsborough,Total,Asthma,78,682.000000000000000,11.4,8.9,13.9,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Tyngsborough Elementary School,34.5328407,0.0670193,14.9641361,22.7317619,46012,94.238308256565247,443657,72.102042082238611
06720143,Littleville Elementary School,4 Littleville Road,Huntington,HUNTINGTON,01050,413-685-1300,"PK,K,01,02,03,04,05",ELE,Public Elementary,Gateway,06720000,640679, ,2017-2018,Total,6720143,Littleville Elementary School,Public,143,Huntington,Total,Asthma,29,280.000000000000000,10.4,6.6,14.2,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Littleville Elementary School,45.2903862,0.0690242,26.2668514,21.8577175,50565,54.826619120496062,382132,24.383414701567400
07780005,Warren Elementary School,51 Schoolhouse Drive,West Warren,WARREN,01092,413-436-5983,"K,01,02,03,04,05,06",ELE,Public Elementary,Quaboag,07780000,999984, ,2017-2018,Total,7780005,Warren Elementary,Public,311,Warren,Total,Asthma,33,409.000000000000000,8.1,5.3,10.9,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Warren Elementary School,37.7238350,0.0746162,15.8670702,20.3208771,42753,0.000000000000000,84376,53.285772814196953
03320005,John Ashley School,88 Massasoit Avenue,West Springfield,WEST SPRINGFIELD,01089,413-263-3323,"PK,K",ELE,Public Elementary,West Springfield,03320000,901483, ,2017-2018,Total,3320005,John Ashley,Public,325,West Springfield,Total,Asthma,22,234.000000000000000,9.4,5.5,13.3,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,John Ashley School,43.1846809,0.0709393,17.7338276,21.6151581,13131,17.927701180092580,38449,76.504925608375856
00610003,Barry School,44 Connell Street,Chicopee,CHICOPEE,01020,413-594-3425,"K,01,02,03,04,05",ELE,Public Elementary,Chicopee,00610000,117981, ,2017-2018,Total,610003,Barry,Public,61,Chicopee,Total,Asthma,27,399.000000000000000,6.8,4.2,9.4,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Barry School,42.0456886,0.0714077,16.9716606,21.4880466,33022,19.604729635573353,35394,54.571843373923080
01610805,St. John The Baptist School,217 Hubbard Street,Ludlow,LUDLOW,01056,413-583-8550,"PK,K,01,02,03,04,05,06,07,08",PRI,Private, , ,717219, ,2017-2018,Total,1610805,St John The Baptist,Private,161,Ludlow,Total,Asthma,12,136.000000000000000,8.8,3.8,13.8,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,St. John The Baptist School,40.8969917,0.0732692,15.7929592,20.7306404,23970,339.488009718459409,44436,35.035302830154805
00250025,Stall Brook School,342 Hartford Avenue,Bellingham,BELLINGHAM,02019,508-966-0451,"K,01,02,03",ELE,Public Elementary,Bellingham,00250000,2146395, ,2017-2018,Total,250025,Stall Brook,Public,25,Bellingham,Total,Asthma,29,322.000000000000000,9,5.7,12.3,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Stall Brook School,62.8627968,0.0733378,15.7001133,22.8273811,40983,0.000000000000000,486265,44.415258557235695
02810055,Rebecca M Johnson School,55 Catherine Street,Springfield,SPRINGFIELD,01109,413-787-6687,"PK,K,01,02,03,04,05",ELE,Public Elementary,Springfield,02810000,598105, ,2017-2018,Total,2810055,Rebecca M Johnson,Public,281,Springfield,Total,Asthma,101,607.000000000000000,16.6,13.4,19.8,Statistically significantly higher,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Rebecca M Johnson School,43.0971870,0.0721086,16.0706730,21.1916332,28581,87.110896354302767,29258,69.055824058257926
03040005,Taft Early Learning Center,16 Granite Street,Uxbridge,UXBRIDGE,01569,508-278-8643,"PK,K,01,02,03",ELE,Public Elementary,Uxbridge,03040000,4174775, ,2017-2018,Total,3040005,Taft Early Learning Center,Public,304,Uxbridge,Total,Asthma,40,365.000000000000000,11,7.6,14.4,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Taft Early Learning Center,59.0410919,0.0733569,15.1712704,22.3032360,24548,0.000000000000000,406070,171.515272722298931
00960030,North Falmouth Elementary School,62 Old Main Road,North Falmouth,FALMOUTH,02556,508-563-2334,"K,01,02,03,04",ELE,Public Elementary,Falmouth,00960000,1327419, ,2017-2018,Total,960030,North Falmouth Elementary,Public,96,Falmouth,Total,Asthma,36,320.000000000000000,11.3,7.6,15,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,North Falmouth Elementary School,76.9997330,0.0801394,13.3000002,23.8696365,13043,27.841942498867823,555733,33.257333139021867
03050040,Walton School,18 Davidson Road,Wakefield,WAKEFIELD,01880,781-246-6494,"K,01,02,03,04",ELE,Public Elementary,Wakefield,03050000,2871831, ,2017-2018,Total,3050040,Walton,Public,305,Wakefield,Total,Asthma,19,205.000000000000000,9.3,5.1,13.5,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Walton School,42.6013947,0.0697328,15.5917206,23.4196682,654,7.764044279050148,117100,47.247484938427462
02200075,George F. Willett School,100 Westover Parkway,Norwood,NORWOOD,02062,781-762-6805,"PK,K",ELE,Public Elementary,Norwood,02200000,3100593, ,2017-2018,Total,2200075,George F. Willett,Public,220,Norwood,Total,Asthma,26,280.000000000000000,9.3,5.7,12.9,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,George F. Willett School,66.2169724,0.0731521,16.8456478,23.3537540,32936,47.314654226233536,493943,93.680823911076416
06550405,Dover-Sherborn Regional Middle School,155 Farm Street,Dover,DOVER,02030,508-785-0635,"06,07,08",MID,Public Middle,Dover-Sherborn,06550000,4164764, ,2017-2018,Total,6550405,Dover-Sherborn Regional Middle School,Public,78,Dover,Total,Asthma,66,527.000000000000000,12.5,9.5,15.5,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Dover-Sherborn Regional Middle School,62.0529709,0.0724370,16.9460773,23.2448235,26279,0.000000000000000,209145,208.646850234982566
03300305,Weston Middle School,456 Wellesley Street,Weston,WESTON,02493,781-786-5600,"06,07,08",MID,Public Middle,Weston,03300000,2154168, ,2017-2018,Total,3300305,Weston Middle,Public,333,Weston,Total,Asthma,28,484.000000000000000,5.8,3.7,7.9,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Weston Middle School,54.4426460,0.0708294,17.5850639,23.4302845,1914,28.835366095318765,442996,95.866602901078934
00500020,Dean S Luce School,45 Independence Street,Canton,CANTON,02021,781-821-5075,"K,01,02,03,04,05",ELE,Public Elementary,Canton,00500000,2436429, ,2017-2018,Total,500020,Dean S Luce,Public,50,Canton,Total,Asthma,54,499.000000000000000,10.8,7.9,13.7,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Dean S Luce School,69.6097946,0.0741508,15.9509830,23.5174026,51945,12.005660701574344,234309,78.207414980934601
01630050,Robert L Ford School,49 Hollingsworth Street,Lynn,LYNN,01902,781-477-7375,"01,02,03,04,05",ELE,Public Elementary,Lynn,01630000,3781736, ,2017-2018,Total,1630050,Robert L Ford,Public,163,Lynn,Total,Asthma,41,492.000000000000000,8.3,5.8,10.8,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Robert L Ford School,43.7087212,0.0714328,14.5251141,23.5742397,12138,139.397518958191569,172393,33.283426001655847
02100025,Leeds School,20 Florence Street,Leeds,NORTHAMPTON,01053,413-587-1532,"PK,K,01,02,03,04,05",ELE,Public Elementary,Northampton,02100000,693615, ,2017-2018,Total,2100025,Leeds,Public,214,Northampton,Total,Asthma,57,283.000000000000000,20.1,14.9,25.3,Statistically significantly higher,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Leeds School,40.2259064,0.0704244,20.8384476,21.7786636,37946,58.342197158479706,388670,45.732533467429334
02120305,North Attleborough Middle School,564 Landry Avenue,North Attleborough,NORTH ATTLEBOROUGH,02760,508-643-2130,"06,07,08",MID,Public Middle,North Attleborough,02120000,4171177, ,2017-2018,Total,2120305,North Attleborough Middle,Public,211,North Attleborough,Total,Asthma,177,1088.000000000000000,16.3,13.9,18.7,Statistically significantly higher,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,North Attleborough Middle School,72.7339325,0.0755550,14.5668764,24.1834126,23731,80.744855749583152,257878,26.401338878256656
00500305,William H. Galvin Middle School,55 Pecunit Street,Canton,CANTON,02021,781-821-5070,"06,07,08",MID,Public Middle,Canton,00500000,2438766, ,2017-2018,Total,500305,Wm H Galvin Middle,Public,50,Canton,Total,Asthma,120,736.000000000000000,16.3,13.4,19.2,Statistically significantly higher,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,William H. Galvin Middle School,68.7309875,0.0737399,16.3612499,23.4154644,31499,0.000000000000000,489024,9.936096332008059
00960020,Mullen-Hall School,130 Katherine Lee Bates Road,Falmouth,FALMOUTH,02540,508-548-0220,"K,01,02,03,04",ELE,Public Elementary,Falmouth,00960000,4166064, ,2017-2018,Total,960020,Mullen-Hall,Public,96,Falmouth,Total,Asthma,56,434.000000000000000,12.9,9.5,16.3,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Mullen-Hall School,,0.0792342,13.3000002,23.0967426,2317,31.816652288384724,550259,25.019587497734921
07530020,New Braintree Grade School,15 Memorial Drive,New Braintree,NEW BRAINTREE,01531,508-867-2553,PK,ELE,Public Elementary,Quabbin,07530000,4170744, ,2017-2018,Total,7530020,New Braintree Grade,Public,202,New Braintree,Total,Asthma,9,54.000000000000000,16.7,5.8,27.6,Not statistically significantly different,Unstable,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,New Braintree Grade School,36.5125618,0.0739046,15.6099854,20.3294868,5913,92.070762927364726,393820,36.283125785231377
03250020,Abner Gibbs School,50 West Silver Street,Westfield,WESTFIELD,01085,413-572-6418,"K,01,02,03,04",ELE,Public Elementary,Westfield,03250000,968631, ,2017-2018,Total,3250020,Abner Gibbs,Public,329,Westfield,Total,Asthma,31,223.000000000000000,13.9,9,18.8,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Abner Gibbs School,45.9907188,0.0699442,21.2019691,21.6937733,1604,10.776851907046153,33910,37.256187690172872
07750020,Dawson School,155 Salisbury Street,Holden,HOLDEN,01520,508-829-6828,"K,01,02,03,04,05",ELE,Public Elementary,Wachusett,07750000,1204382, ,2017-2018,Total,7750020,Dawson,Public,134,Holden,Total,Asthma,19,460.000000000000000,4.1,2.3,5.9,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Dawson School,41.5180931,0.0715402,15.3170872,20.9996567,48103,0.000000000000000,81270,64.841650863120151
00160806,Dayspring Christian Academy,1052 Newport Avenue,South Attleboro,ATTLEBORO,02703,508-761-5552,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",PRI,Private, , ,4228638, ,2017-2018,Total,160806,Dayspring Christian,Private,16,Attleboro,Total,Asthma,24,142.000000000000000,16.9,10.1,23.7,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Dayspring Christian Academy,73.5551300,0.0761992,14.1740303,24.4668579,33364,489.694794614563875,512258,31.217575658197280
01600010,Joseph McAvinnue School,131 Mammoth Road,Lowell,LOWELL,01854,978-937-2871,"PK,K,01,02,03,04",ELE,Public Elementary,Lowell,01600000,4213232, ,2017-2018,Total,1600010,Joseph McAvinnue,Public,160,Lowell,Total,Asthma,71,458.000000000000000,15.5,11.9,19.1,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Joseph McAvinnue School,34.8886032,0.0663759,15.0289459,22.8262444,42799,71.924280846614749,111545,36.486662238927394
02850405,O'Donnell Middle School,211 Cushing Street,Stoughton,STOUGHTON,02072,781-344-7002,"06,07,08",MID,Public Middle,Stoughton,02850000,45776, ,2017-2018,Total,2850405,O'Donnell Middle School,Public,285,Stoughton,Total,Asthma,113,825.000000000000000,13.7,11.2,16.2,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,O'Donnell Middle School,70.5616074,0.0746859,15.3815117,23.6214275,48267,48.608573643275321,505234,58.469412295474307
02130820,St. Bernadette School,266 Main Street,Northborough,NORTHBOROUGH,01532,508-351-9905,"PK,K,01,02,03,04,05,06,07,08",PRI,Private, , ,1719909, ,2017-2018,Total,2130820,St Bernadette School,Private,215,Northborough,Total,Asthma,26,380.000000000000000,6.8,4.2,9.4,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,St. Bernadette School,48.1054802,0.0713007,15.9323940,22.2164707,24044,185.384079103828896,84590,41.301517611708086
03480052,Chandler Magnet School,525 Chandler Street,Worcester,WORCESTER,01602,508-799-3452,"PK,K,01,02,03,04,05,06",ELE,Public Elementary,Worcester,03480000,1414424, ,2017-2018,Total,3480052,Chandler Magnet,Public,348,Worcester,Total,Asthma,78,423.000000000000000,18.4,14.3,22.5,Statistically significantly higher,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Chandler Magnet School,44.7440262,0.0720511,15.2295847,21.0202389,537,130.227969539924231,405699,63.438088057589724
03320030,Mittineague School,26 Second Street,West Springfield,WEST SPRINGFIELD,01089,413-263-3327,"01,02,03,04,05",ELE,Public Elementary,West Springfield,03320000,894477, ,2017-2018,Total,3320030,Mittineague,Public,325,West Springfield,Total,Asthma,27,161.000000000000000,16.8,10.5,23.1,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Mittineague School,44.5179672,0.0710191,17.5925751,21.4787750,40991,513.909818909771388,388175,42.668653068092866
03480115,Grafton Street School,311 Grafton Street,Worcester,WORCESTER,01604,508-799-3478,"K,01,02,03,04,05,06",ELE,Public Elementary,Worcester,03480000,1369426, ,2017-2018,Total,3480115,Grafton Street,Public,348,Worcester,Total,Asthma,90,387.000000000000000,23.3,18.5,28.1,Statistically significantly higher,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Grafton Street School,47.0818176,0.0720726,15.1942844,21.5213795,1234,368.918466697495603,72884,31.923764786405684
03460020,Arthur T. Cummings Elementary School,40 Hermon Street,Winthrop,WINTHROP,02152,617-846-5543,"03,04,05",ELE,Public Elementary,Winthrop,03460000,3589171, ,2017-2018,Total,3460020,Arthur T. Cummings Elementary School,Public,346,Winthrop,Total,Asthma,31,454.000000000000000,6.8,4.4,9.2,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Arthur T. Cummings Elementary School,51.6304588,0.0719072,14.8691053,23.6046467,39557,14.269829544524878,218245,16.329669523952916
00950915,St. Michael School,209 Essex Street,Fall River,FALL RIVER,02720,508-678-0266,"PK,K,01,02,03,04,05,06,07,08",PRI,Private, , ,3940519, ,2017-2018,Total,950915,St Michael,Private,95,Fall River,Total,Asthma,11,141.000000000000000,7.8,3.2,12.4,Not statistically significantly different,Unstable,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,St. Michael School,81.9784393,0.0770177,13.4025478,24.7072678,48499,657.740442963922419,258125,30.715653206159850
02440015,Margaret L Donovan School,123 Reed Street,Randolph,RANDOLPH,02368,781-961-6248,"K,01,02,03,04,05",ELE,Public Elementary,Randolph,02440000,3132755, ,2017-2018,Total,2440015,Margaret L Donovan,Public,244,Randolph,Total,Asthma,66,442.000000000000000,14.9,11.3,18.5,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Margaret L Donovan School,68.2385483,0.0739607,16.0137138,23.4129276,25859,0.000000000000000,210456,51.629257244873031
00090825,The Pike School Inc,34 Sunset Rock Road,Andover,ANDOVER,01810,978-475-1197,"PK,K,01,02,03,04,05,06,07,08,09",PRI,Private, , ,66169, ,2017-2018,Total,90825,The Pike School Inc,Private,9,Andover,Total,Asthma,52,422.000000000000000,12.3,9,15.6,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,The Pike School Inc,36.1448784,0.0677834,14.6898165,23.2151623,10203,315.332634022689433,456417,122.995856457393700
00570040,Frank M Sokolowski Elementary School,300 Crescent Avenue,Chelsea,CHELSEA,02150,617-466-8464,"01,02,03,04",ELE,Public Elementary,Chelsea,00570000,3685444, ,2017-2018,Total,570040,Frank M Sokolowski Elementary,Public,57,Chelsea,Total,Asthma,73,568.000000000000000,12.9,9.9,15.9,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Frank M Sokolowski Elementary School,49.8560867,0.0714862,15.2857466,23.5577221,29677,41.318011798616993,203485,80.888101152181505
00460025,Heath School,100 Eliot Street,Chestnut Hill,BROOKLINE,02467,617-879-4570,"K,01,02,03,04,05,06,07,08",ELE,Public Elementary,Brookline,00460000,3311331, ,2017-2018,Total,460025,Heath,Public,35,Boston,Total,Asthma,37,534.000000000000000,6.9,4.7,9.1,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Heath School,56.6208191,0.0717174,18.5185280,23.5128994,25118,54.644823593917707,240101,63.849378613814551
03090505,Ware Junior/Senior High School,237 West Street,Ware,WARE,01082,413-967-6234,"07,08,09,10,11,12",SEC,Public Secondary,Ware,03090000,1001790, ,2017-2018,Total,3090505,Ware Junior/Senior High School,Public,309,Ware,Total,Asthma,27,188.000000000000000,14.4,9,19.8,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Ware Junior/Senior High School,35.9198151,0.0748044,15.9573660,20.2661896,22043,136.708288641403044,371241,49.504406842406887
02810030,Elias Brookings School,433 Walnut Street,Springfield,SPRINGFIELD,01105,413-787-7200,"PK,K,01,02,03,04,05",ELE,Public Elementary,Springfield,02810000,4213930, ,2017-2018,Total,2810030,Elias Brookings,Public,281,Springfield,Total,Asthma,62,291.000000000000000,21.3,16,26.6,Statistically significantly higher,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Elias Brookings School,43.8380852,0.0723796,16.0248260,21.0200367,11758,52.603298171810358,32791,39.142175860452852
02070105,Memorial Spaulding School,250 Brookline Street,Newton Centre,NEWTON,02459,617-559-9600,"K,01,02,03,04,05",ELE,Public Elementary,Newton,02070000,2730991, ,2017-2018,Total,2070105,Memorial Spaulding,Public,207,Newton,Total,Asthma,40,453.000000000000000,8.8,6.1,11.5,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Memorial Spaulding School,58.8652687,0.0719285,18.2836361,23.4355869,37415,28.652607726988155,99093,56.652057605680902
02430055,Clifford H Marshall Elementary School,200 Moody Street Ext,Quincy,QUINCY,02169,617-984-8721,"K,01,02,03,04",ELE,Public Elementary,Quincy,02430000,4024610, ,2017-2018,Total,2430055,Clifford H Marshall Elementary,Public,243,Quincy,Total,Asthma,91,565.000000000000000,16.1,12.8,19.4,Statistically significantly higher,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Clifford H Marshall Elementary School,62.7092514,0.0736375,15.5442276,23.4085598,44578,37.495440710980645,499116,41.542236005651723
02930005,Edward F. Leddy Preschool,36 Second Street,Taunton,TAUNTON,02780,508-821-1275,PK,ELE,Public Elementary,Taunton,02930000,2685823, ,2017-2018,Total,460015,Edward Devotion,Public,46,Brookline,Total,Asthma,86,801.000000000000000,10.7,8.4,13,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Edward F. Leddy Preschool,78.7222748,0.0769661,13.4491329,24.7410946,48635,291.519524588321644,518015,24.923595090728078
06100025,Briggs Elementary School,96 Williams Road,Ashburnham,ASHBURNHAM,01430,978-827-5750,"PK,K,01,02,03,04,05",ELE,Public Elementary,Ashburnham-Westminster,06100000,1295190, ,2017-2018,Total,6100025,Briggs Elementary,Public,11,Ashburnham,Total,Asthma,48,488.000000000000000,9.8,7,12.6,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Briggs Elementary School,33.7478065,0.0698233,14.6424427,19.2290611,6630,491.275545703727175,79569,146.650952654630231
01740305,Fowler School,3 Tiger Drive,Maynard,MAYNARD,01754,978-897-6700,"04,05,06,07,08",MID,Public Middle,Maynard,01740000,1932990, ,2017-2018,Total,1740305,Fowler School,Public,174,Maynard,Total,Asthma,85,522.000000000000000,16.3,12.8,19.8,Statistically significantly higher,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Fowler School,46.2637672,0.0698553,16.5332298,22.6643238,39027,0.000000000000000,446982,59.036377499006825
01980850,Montrose School,29 North Street,Medfield,MEDFIELD,02052,508-359-2423,"06,07,08,09,10,11,12",PRI,Private, , ,2564905, ,2017-2018,Total,1980850,Montrose,Private,175,Medfield,Total,Asthma,6,66.000000000000000,9.1,1.8,16.4,Not statistically significantly different,Unstable,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Montrose School,64.3061600,0.0728899,16.6975651,23.3652039,38606,55.046608082120912,237403,28.334723328527165
02950305,John W. Wynn Middle School,1 Griffin Way,Tewksbury,TEWKSBURY,01876,978-640-7846,"07,08",MID,Public Middle,Tewksbury,02950000,2040464, ,2017-2018,Total,2950305,John W. Wynn Middle,Public,295,Tewksbury,Total,Asthma,87,581.000000000000000,15,11.8,18.2,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,John W. Wynn Middle School,37.5757828,0.0672398,15.2744446,23.1985321,42554,61.343361566322848,133559,59.760108806406883
01370820,Mater Dolorosa School,25 Maple Street,Holyoke,HOLYOKE,01040,413-532-2831,"PK,K,01,02,03,04,05,06,07,08",PRI,Private, , ,228671, ,2017-2018,Total,1370820,Mater Dolorosa,Private,137,Holyoke,Total,Asthma,21,154.000000000000000,13.6,7.8,19.4,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Mater Dolorosa School,41.2746849,0.0711508,17.7992363,21.6218777,24359,54.017422495992953,398476,39.122471888388937
